location,sex,cause,age,RMSE_deaths_base,RMSE_prev_base,RMSE_deaths_cal,RMSE_prev_cal,base_err,cal_err,n_eval,n_par,hit_bound,bg_modified_rows
Indonesia,Male,Hypertensive heart disease,95+ years,175.63887790382,580.932324716012,203.634706126596,577.214303181312,195.779943173631,55.7717578821348,249,32,FALSE,0
Indonesia,Male,Intracerebral hemorrhage,20-24 years,119.770910239127,2212.62936989485,93.4289097817587,3246.10731824653,265.27240507689,57.5062288695425,287,32,FALSE,0
Indonesia,Male,Intracerebral hemorrhage,25-29 years,216.820236067094,1882.90270705531,180.772023727134,2156.66043204807,265.27240507689,57.5062288695425,287,32,FALSE,0
Indonesia,Male,Intracerebral hemorrhage,30-34 years,266.685142219786,2373.41336486155,144.788937272639,1285.94145088396,265.27240507689,57.5062288695425,287,32,FALSE,0
Indonesia,Male,Intracerebral hemorrhage,35-39 years,532.462641916814,3033.86962633535,813.334761578161,580.723848430517,265.27240507689,57.5062288695425,287,32,FALSE,0
Indonesia,Male,Intracerebral hemorrhage,40-44 years,1397.38106811385,3319.17134974549,491.368259991627,2108.89538139385,265.27240507689,57.5062288695425,287,32,FALSE,0
Indonesia,Male,Intracerebral hemorrhage,45-49 years,1490.36725144774,4405.67717524162,577.375913868354,4827.52078190342,265.27240507689,57.5062288695425,287,32,FALSE,0
Indonesia,Male,Intracerebral hemorrhage,50-54 years,1790.40726915657,4111.23680798975,1871.03276536953,10316.0698431339,265.27240507689,57.5062288695425,287,32,FALSE,0
Indonesia,Male,Intracerebral hemorrhage,55-59 years,3017.86454946301,3576.27320467884,3167.86912782776,8910.0500692978,265.27240507689,57.5062288695425,287,32,FALSE,0
Indonesia,Male,Intracerebral hemorrhage,60-64 years,2356.25214029566,3225.13412225557,1755.71908426976,7836.87464759121,265.27240507689,57.5062288695425,287,32,FALSE,0
Indonesia,Male,Intracerebral hemorrhage,65-69 years,3563.14321946358,4146.33158120521,945.315916394684,4217.96234096852,265.27240507689,57.5062288695425,287,32,FALSE,0
Indonesia,Male,Intracerebral hemorrhage,70-74 years,5237.99793802333,6626.02060363764,2872.93759872094,3789.20134503592,265.27240507689,57.5062288695425,287,32,FALSE,0
Indonesia,Male,Intracerebral hemorrhage,75-79 years,5992.18905555151,6755.91975772927,1826.93385705749,1412.83352682486,265.27240507689,57.5062288695425,287,32,FALSE,0
Indonesia,Male,Intracerebral hemorrhage,80-84 years,4770.80270315293,4945.77000248543,1469.14729126632,1008.23986379828,265.27240507689,57.5062288695425,287,32,FALSE,0
Indonesia,Male,Intracerebral hemorrhage,85-89 years,2684.8804882374,2773.55046235655,821.634034083028,797.180505772791,265.27240507689,57.5062288695425,287,32,FALSE,0
Indonesia,Male,Intracerebral hemorrhage,90-94 years,1164.17378137659,1328.3327350775,406.472712423569,639.780029792829,265.27240507689,57.5062288695425,287,32,FALSE,0
Indonesia,Male,Intracerebral hemorrhage,95+ years,341.329951535348,221.542415930602,388.272306004761,265.914628160519,265.27240507689,57.5062288695425,287,32,FALSE,0
Indonesia,Male,Ischemic heart disease,20-24 years,181.244455497828,8005.20414660277,203.893395963608,7443.12517670794,226.981293250116,91.668239668174,202,32,FALSE,0
Indonesia,Male,Ischemic heart disease,25-29 years,194.582132384627,4936.91780076008,324.741944009255,2934.2549809431,226.981293250116,91.668239668174,202,32,FALSE,0
Indonesia,Male,Ischemic heart disease,30-34 years,107.013115285613,4224.86594674015,484.898112301735,6195.15950862842,226.981293250116,91.668239668174,202,32,FALSE,0
Indonesia,Male,Ischemic heart disease,35-39 years,319.573583888572,6905.7935899996,959.920890658663,10700.1731129294,226.981293250116,91.668239668174,202,32,FALSE,0
