location,sex,cause,age,RMSE_deaths_base,RMSE_prev_base,RMSE_deaths_cal,RMSE_prev_cal,base_err,cal_err,n_eval,n_par,hit_bound,bg_modified_rows,pct_improvement
Indonesia,Male,Ischemic heart disease,80-84 years,7819.26830015703,63594.9617095118,4414.99304354588,43569.7410933274,226.981293250116,138.650077411425,401,32,FALSE,0,38.9156368676412
Indonesia,Male,Ischemic heart disease,85-89 years,5845.4811144647,33546.7318636099,4182.3621037188,27459.5038201756,226.981293250116,138.650077411425,401,32,FALSE,0,38.9156368676412
Indonesia,Male,Ischemic heart disease,90-94 years,2989.79508074341,10301.169367923,1796.10864222471,7478.16506993198,226.981293250116,138.650077411425,401,32,FALSE,0,38.9156368676412
Indonesia,Male,Ischemic heart disease,95+ years,1164.36681645185,2823.55381822006,1293.55269297793,3092.60485445814,226.981293250116,138.650077411425,401,32,FALSE,0,38.9156368676412
Indonesia,Male,Ischemic stroke,20-24 years,17.1535906514807,3215.69270216191,27.5979427680187,3147.86042511262,226.992779199171,136.354557959854,401,32,FALSE,0,39.9300019846833
Indonesia,Male,Ischemic stroke,25-29 years,20.0975364360533,2267.00780177978,14.6981627017974,1077.11234089014,226.992779199171,136.354557959854,401,32,FALSE,0,39.9300019846833
Indonesia,Male,Ischemic stroke,30-34 years,22.1442694058608,2214.34705442966,73.0782776979409,2305.54624060272,226.992779199171,136.354557959854,401,32,FALSE,0,39.9300019846833
Indonesia,Male,Ischemic stroke,35-39 years,56.4444933713255,3534.78335518066,25.219497961129,8262.43770139215,226.992779199171,136.354557959854,401,32,FALSE,0,39.9300019846833
Indonesia,Male,Ischemic stroke,40-44 years,212.650931489868,6615.41937641819,118.561447013123,14226.6468038358,226.992779199171,136.354557959854,401,32,FALSE,0,39.9300019846833
Indonesia,Male,Ischemic stroke,45-49 years,220.814745727328,10581.2624111438,570.155509446329,11252.3020578434,226.992779199171,136.354557959854,401,32,FALSE,0,39.9300019846833
Indonesia,Male,Ischemic stroke,50-54 years,253.881841725151,14070.1954117238,941.402574532284,5492.3271848912,226.992779199171,136.354557959854,401,32,FALSE,0,39.9300019846833
Indonesia,Male,Ischemic stroke,55-59 years,1265.52804408835,14278.9106670334,814.764064959697,13050.4567087146,226.992779199171,136.354557959854,401,32,FALSE,0,39.9300019846833
Indonesia,Male,Ischemic stroke,60-64 years,321.809323849082,12444.4394802935,2441.64521479906,18169.5613890728,226.992779199171,136.354557959854,401,32,FALSE,0,39.9300019846833
Indonesia,Male,Ischemic stroke,65-69 years,2582.01054245043,20496.7345229475,631.377541983829,17428.4232827405,226.992779199171,136.354557959854,401,32,FALSE,0,39.9300019846833
Indonesia,Male,Ischemic stroke,70-74 years,2871.50123240258,44169.1803220454,1119.21057454291,32582.5898527464,226.992779199171,136.354557959854,401,32,FALSE,0,39.9300019846833
Indonesia,Male,Ischemic stroke,75-79 years,6698.62362470157,55501.7648348634,3682.40287174189,47363.2354859536,226.992779199171,136.354557959854,401,32,FALSE,0,39.9300019846833
Indonesia,Male,Ischemic stroke,80-84 years,6139.22877156016,48023.8886870875,2771.70686399852,59290.7936032025,226.992779199171,136.354557959854,401,32,FALSE,0,39.9300019846833
Indonesia,Male,Ischemic stroke,85-89 years,4951.03726663843,26912.9233614557,3539.51964666556,28209.580294893,226.992779199171,136.354557959854,401,32,FALSE,0,39.9300019846833
Indonesia,Male,Ischemic stroke,90-94 years,2415.35211398843,7815.89682186043,1089.6665544533,8204.67865504317,226.992779199171,136.354557959854,401,32,FALSE,0,39.9300019846833
Indonesia,Male,Ischemic stroke,95+ years,730.442846496507,1718.95949230978,788.162682422086,1487.16502209453,226.992779199171,136.354557959854,401,32,FALSE,0,39.9300019846833
Indonesia,Male,Rheumatic heart disease,20-24 years,31.2958207413733,6163.07526613445,14.6738384444501,4630.45993157018,427.587337048923,186.638175011027,401,32,FALSE,0,56.350864761537
Indonesia,Male,Rheumatic heart disease,25-29 years,24.7143882342059,1819.93910301196,61.7381215322232,4905.81582019202,427.587337048923,186.638175011027,401,32,FALSE,0,56.350864761537
Indonesia,Male,Rheumatic heart disease,30-34 years,19.0708500230981,5092.82157077411,37.3641377928515,6305.30669703177,427.587337048923,186.638175011027,401,32,FALSE,0,56.350864761537
Indonesia,Male,Rheumatic heart disease,35-39 years,26.750554048064,1665.43016286072,26.0215084824117,1341.60471951924,427.587337048923,186.638175011027,401,32,FALSE,0,56.350864761537
Indonesia,Male,Rheumatic heart disease,40-44 years,37.984744139152,4143.95386886822,4.73810620198874,4248.56501016982,427.587337048923,186.638175011027,401,32,FALSE,0,56.350864761537
Indonesia,Male,Rheumatic heart disease,45-49 years,46.1950610739806,7804.74300595851,17.4313047555237,7674.88623002193,427.587337048923,186.638175011027,401,32,FALSE,0,56.350864761537
Indonesia,Male,Rheumatic heart disease,50-54 years,59.8309100001601,8058.68476953611,16.6426009158655,7927.07762755561,427.587337048923,186.638175011027,401,32,FALSE,0,56.350864761537
Indonesia,Male,Rheumatic heart disease,55-59 years,58.0166246874672,6378.56260390483,15.6385512506231,6263.00996413563,427.587337048923,186.638175011027,401,32,FALSE,0,56.350864761537
Indonesia,Male,Rheumatic heart disease,60-64 years,49.2982356862598,4158.17040180982,7.70486828505314,4057.40568971848,427.587337048923,186.638175011027,401,32,FALSE,0,56.350864761537
Indonesia,Male,Rheumatic heart disease,65-69 years,39.9264167247312,2618.60402236924,13.5492969562581,2611.74451526326,427.587337048923,186.638175011027,401,32,FALSE,0,56.350864761537
Indonesia,Male,Rheumatic heart disease,70-74 years,43.456453594861,2368.88515041947,19.4606697747372,2396.48906661309,427.587337048923,186.638175011027,401,32,FALSE,0,56.350864761537
Indonesia,Male,Rheumatic heart disease,75-79 years,41.0526429305321,1856.77387917925,24.4428211367507,1830.54752367508,427.587337048923,186.638175011027,401,32,FALSE,0,56.350864761537
Indonesia,Male,Rheumatic heart disease,80-84 years,31.9543902778988,1123.28090599139,11.0456654701261,1126.59336123886,427.587337048923,186.638175011027,401,32,FALSE,0,56.350864761537
Indonesia,Male,Rheumatic heart disease,85-89 years,20.6684608216172,442.235782711848,11.0559495030227,485.640248796488,427.587337048923,186.638175011027,401,32,FALSE,0,56.350864761537
Indonesia,Male,Rheumatic heart disease,90-94 years,11.9006503026913,103.581936893078,7.35005712559393,108.569865520342,427.587337048923,186.638175011027,401,32,FALSE,0,56.350864761537
Indonesia,Male,Rheumatic heart disease,95+ years,5.33789441221937,22.8605661880553,5.70240277240184,23.5283695394254,427.587337048923,186.638175011027,401,32,FALSE,0,56.350864761537
